,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
13550,Battlezone,PS4,Action,Rebellion Developments,0.04,66.0,39.0,7,31.0,Rebellion,T,0.0
13560,Pro Evolution Soccer 2016,PC,Sports,Konami Digital Entertainment,0.04,76.0,12.0,4.3,286.0,Konami,E,1.0
13561,The Dark Spire,DS,Role-Playing,Success,0.04,69.0,23.0,7.7,21.0,Success,E10+,8.0
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,0.04,55.0,14.0,6,38.0,PlatinumGames,T,0.0
13566,Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,T,7.0
13573,FlatOut 2,XB,Racing,Empire Interactive,0.04,73.0,38.0,7.3,8.0,Bugbear,T,10.0
13575,Rogue Trooper,PS2,Shooter,Eidos Interactive,0.04,71.0,37.0,8.2,9.0,Rebellion,T,10.0
13576,Backyard Baseball '09,Wii,Sports,Atari,0.04,37.0,4.0,7.8,5.0,Humongous Entertainment,E,8.0
13579,Tom Clancy's HAWX,PC,Action,Ubisoft,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T,7.0
13580,Enemy Front,X360,Shooter,Namco Bandai Games,0.04,35.0,8.0,5.8,78.0,CI Games,M,2.0
13589,Shantae and the Pirate's Curse,3DS,Platform,Rising Star Games,0.04,82.0,18.0,8.5,86.0,WayForward,E10+,1.0
13591,Dai Senryaku VII: Modern Military Tactics,XB,Strategy,Kool Kizz,0.04,74.0,11.0,8.8,6.0,SystemSoft,E,13.0
13597,Castle of Shikigami III,Wii,Shooter,PQube,0.04,67.0,9.0,7.6,9.0,Alfa System,T,9.0
13598,Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,Tecmo Koei,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T,2.0
13599,FIFA Street 2,DS,Sports,Electronic Arts,0.04,43.0,5.0,7.5,4.0,Exient Entertainment,E,10.0
13601,City Life: World Edition,PC,Simulation,Monte Christo Multimedia,0.04,75.0,7.0,8.2,9.0,Monte Cristo Multimedia,E,9.0
13605,Corpse Party: Book of Shadows,PSP,Adventure,5pb,0.04,67.0,23.0,8.2,50.0,5pb,M,5.0
13612,WarTech: Senko no Ronde,X360,Fighting,Ubisoft,0.04,60.0,33.0,6.1,7.0,G.Rev,T,10.0
13620,IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft,0.04,86.0,9.0,8.8,115.0,1C: Maddox Games,T,10.0
13624,Red Ninja: End of Honor,PS2,Action,Vivendi Games,0.04,47.0,17.0,5,7.0,Opus,M,11.0
13625,Praetorians,PC,Strategy,Eidos Interactive,0.04,78.0,23.0,8.2,38.0,Pyro Studios,T,13.0
13628,Smash Court Tennis 3,PSP,Sports,Namco Bandai Games,0.04,68.0,30.0,6.3,4.0,"Namco Bandai Games America, Namco Bandai Games",E,9.0
13632,LEGO Friends,3DS,Action,Warner Bros. Interactive Entertainment,0.04,43.0,4.0,8.3,4.0,Hellbent Games,E,3.0
13637,SPRay,Wii,Action,Tecmo Koei,0.04,42.0,16.0,4.5,6.0,EKO Software,E10+,8.0
13638,Outlaw Tennis,XB,Sports,Global Star,0.04,66.0,45.0,7.7,6.0,Hypnotix,M,11.0
13644,Brothers: A Tale of Two Sons,XOne,Adventure,505 Games,0.04,81.0,6.0,8.9,26.0,Starbreeze,T,1.0
13647,Attack of the Movies 3D,X360,Shooter,Majesco Entertainment,0.04,38.0,8.0,1.7,10.0,Panic Button,T,6.0
13655,Secret Files: Tunguska,PC,Adventure,DreamCatcher Interactive,0.04,66.0,26.0,7.4,38.0,Fusionsphere Systems,T,10.0
13658,NASCAR 07,XB,Racing,Electronic Arts,0.04,72.0,26.0,7,4.0,EA Tiburon,E,10.0
13659,Dance Dance Revolution Disney Mix,PS,Simulation,Konami Digital Entertainment,0.04,74.0,7.0,8.3,13.0,Konami,E,16.0
13668,Nitroplus Blasterz: Heroines Infinite Duel,PS4,Fighting,Marvelous Interactive,0.04,70.0,33.0,6.9,28.0,"Examu, Marvelous Inc.",T,1.0
13670,Thrillville: Off the Rails,DS,Strategy,LucasArts,0.04,59.0,6.0,6.2,5.0,DC Studios,E,9.0
13672,Bloody Roar Extreme,XB,Fighting,Hudson Soft,0.04,61.0,22.0,8.6,9.0,Eighting/Raizing,T,13.0
13674,Split/Second,PC,Racing,Disney Interactive Studios,0.04,79.0,18.0,8.2,116.0,Black Rock Studio,E10+,6.0
13676,Resident Evil 6,PC,Shooter,Capcom,0.04,69.0,18.0,5.9,868.0,"Capcom, QLOC",M,4.0
13678,Dead Head Fred,PSP,Action,D3Publisher,0.04,75.0,30.0,7.3,23.0,Vicious Cycle,M,9.0
13690,Ride to Hell,PS3,Racing,Deep Silver,0.04,13.0,4.0,1,218.0,"Eutechnyx, Deep Silver",M,3.0
13691,Need for Speed: ProStreet,PC,Racing,Electronic Arts,0.04,70.0,18.0,5.9,163.0,EA Games,E10+,9.0
13692,Digimon Rumble Arena 2,GC,Fighting,Atari,0.04,71.0,5.0,8.1,7.0,Black Ship Games,T,12.0
13695,Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,Ubisoft,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E,1.0
13696,Rodea the Sky Soldier,3DS,Action,Nippon Ichi Software,0.04,45.0,7.0,5.6,37.0,"Prope, Kadokawa",E10+,1.0
13704,Hellboy: The Science of Evil,PSP,Action,Konami Digital Entertainment,0.04,42.0,14.0,7.1,13.0,Krome Studios,T,8.0
13710,The Sims Deluxe,PC,Simulation,Electronic Arts,0.04,92.0,6.0,8.2,77.0,Maxis,T,14.0
13715,LEGO Indiana Jones: The Original Adventures,PC,Action,LucasArts,0.04,78.0,14.0,7.7,35.0,Traveller's Tales,E10+,8.0
13717,The Sims 2: Pets,PC,Simulation,Electronic Arts,0.04,76.0,23.0,7.7,40.0,Maxis,T,10.0
13718,Deadliest Warrior: Ancient Combat,X360,Fighting,Cloud Imperium Games Corporation,0.04,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M,4.0
13724,The Kore Gang,Wii,Platform,Flashpoint Games,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+,6.0
13730,Rugby Challenge 3,PS4,Sports,Alternative Software,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,E,0.0
13733,Blood Bowl,PC,Sports,Focus Home Interactive,0.04,72.0,34.0,6.5,57.0,Cyanide,T,7.0
13734,Port Royale 2,PC,Strategy,Ascaron Entertainment GmbH,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,T,12.0
13735,Star Trek: Shattered Universe,XB,Simulation,Global Star,0.04,41.0,21.0,4,10.0,Starsphere Interactive,E,12.0
13736,Company of Heroes: Tales of Valor,PC,Strategy,THQ,0.04,70.0,42.0,7.2,204.0,Relic,M,7.0
13740,Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.04,75.0,15.0,8.4,19.0,Arc System Works,T,9.0
13742,WarJetz,PS2,Shooter,3DO,0.04,59.0,9.0,5.5,4.0,3DO,T,15.0
13748,Devil May Cry 4,PC,Action,Capcom,0.04,78.0,21.0,8.5,353.0,Capcom,M,8.0
13755,Barnyard,Wii,Action,THQ,0.04,65.0,15.0,5.7,7.0,Blue Tongue Entertainment,E10+,10.0
13761,Test Drive: Ferrari Legends,PS3,Racing,Unknown,0.04,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios, Atari SA",E,4.0
13762,Heroes of Might and Magic V,PC,Strategy,Ubisoft,0.04,77.0,41.0,7.9,349.0,Nival Interactive,T,10.0
13770,Metal Gear Solid: Digital Graphic Novel,PSP,Misc,Konami Digital Entertainment,0.04,78.0,22.0,7.2,21.0,Kojima Productions,M,10.0
13772,Aeon Flux,PS2,Action,THQ,0.04,66.0,19.0,5.8,9.0,Terminal Reality,T,11.0
13774,Age of Mythology: The Titans,PC,Strategy,Microsoft Game Studios,0.04,84.0,25.0,8.7,119.0,Ensemble Studios,T,13.0
13777,Psycho-Pass: Mandatory Happiness,PS4,Adventure,Nippon Ichi Software,0.04,72.0,26.0,8.3,19.0,5pb,T,0.0
13779,Virtua Tennis 4,PC,Sports,Sega,0.04,66.0,5.0,7.3,43.0,Sega,E,5.0
13781,Shattered Union,XB,Strategy,Take-Two Interactive,0.04,66.0,17.0,6.9,7.0,PopTop Software,T,11.0
13787,Unchained Blades ,3DS,Role-Playing,FuRyu,0.04,65.0,8.0,7.8,16.0,FuRyu,T,5.0
13788,Terraria,XOne,Action,505 Games,0.04,84.0,5.0,7.7,29.0,Engine Software,T,2.0
13790,Company of Heroes: Opposing Fronts,PC,Strategy,THQ,0.04,87.0,36.0,8.6,235.0,Relic,M,9.0
13805,Superman: Countdown to Apokolips,GBA,Platform,Atari,0.04,47.0,5.0,5.7,6.0,Mistic Software,E,13.0
13811,Worms 4: Mayhem,XB,Strategy,Codemasters,0.04,69.0,27.0,9.2,6.0,Team 17,T,11.0
13813,Rise of Nations,PC,Strategy,Microsoft Game Studios,0.04,89.0,30.0,9,274.0,Big Huge Games,T,13.0
13817,Men of War: Vietnam,PC,Strategy,Unknown,0.04,68.0,19.0,4.9,35.0,Best Way,T,5.0
13819,Imperial Glory,PC,Strategy,Eidos Interactive,0.04,69.0,28.0,8.4,73.0,Pyro Studios,T,11.0
13823,Antz Extreme Racing,PS2,Racing,Empire Interactive,0.04,31.0,5.0,5,8.0,Empire Interactive,E,14.0
13833,Samurai Warriors 2: Empires,X360,Action,Tecmo Koei,0.04,53.0,29.0,8.5,13.0,Omega Force,T,9.0
13834,Metal Slug XX,PSP,Shooter,DHM Interactive,0.04,67.0,22.0,6.1,9.0,SNK Playmore,T,7.0
13836,Patrician IV,PC,Strategy,Kalypso Media,0.04,66.0,18.0,6.4,34.0,Gaming Minds Studios,E,6.0
13838,Fisherman's Challenge,PS2,Sports,Konami Digital Entertainment,0.04,67.0,7.0,7.5,4.0,Konami,E,13.0
13842,Resident Evil: Revelations,PC,Action,Capcom,0.04,77.0,12.0,7,342.0,Capcom,M,3.0
13847,The Da Vinci Code,XB,Action,Take-Two Interactive,0.04,52.0,34.0,2.8,5.0,Double Helix Games,T,10.0
13855,Pure Pinball,XB,Misc,XS Games,0.04,68.0,11.0,8.5,6.0,Iridon Interactive AB,E,12.0
13869,Headhunter: Redemption,PS2,Action,Sega,0.04,62.0,29.0,6.7,7.0,Amuze,M,12.0
13874,Dead Rising,PS4,Action,Capcom,0.04,78.0,6.0,6.6,30.0,Capcom,M,0.0
13876,Grand Theft Auto: Vice City,PC,Action,Take-Two Interactive,0.04,94.0,30.0,8.8,1520.0,Rockstar North,M,13.0
13880,Surf's Up,PS3,Sports,Ubisoft,0.04,59.0,8.0,5.1,7.0,Ubisoft Montreal,E10+,9.0
13885,SWAT: Target Liberty,PSP,Shooter,Vivendi Games,0.04,50.0,26.0,7.7,9.0,3G Studios,T,9.0
13886,Twin Strike: Operation Thunder,Wii,Shooter,Zoo Games,0.04,50.0,7.0,8.3,6.0,Naps Team,E10+,8.0
13887,CSI: Fatal Conspiracy,PC,Adventure,Ubisoft,0.04,47.0,5.0,5.5,6.0,Telltale Games,M,6.0
13888,Bomberman: Act Zero,X360,Puzzle,Konami Digital Entertainment,0.04,34.0,41.0,2.2,42.0,Hudson,T,10.0
13890,Empire Earth III,PC,Strategy,Vivendi Games,0.04,50.0,40.0,2.8,53.0,Mad Doc Software,T,9.0
13895,Resident Evil: Operation Raccoon City,PC,Action,Capcom,0.04,48.0,8.0,3.8,188.0,Slant Six,M,4.0
13899,Dreamfall: The Longest Journey,XB,Adventure,Empire Interactive,0.04,73.0,42.0,8.8,24.0,Funcom,M,10.0
13904,JASF: Jane's Advanced Strike Fighters,PC,Simulation,Deep Silver,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T,5.0
13918,Brothers In Arms DS,DS,Shooter,Ubisoft,0.04,72.0,27.0,8,25.0,Gameloft,T,9.0
13927,Colin McRae Rally 3,XB,Racing,Codemasters,0.04,86.0,25.0,7.4,14.0,Codemasters,E,14.0
13931,TMNT,DS,Action,Ubisoft,0.04,42.0,10.0,2.2,5.0,Ubisoft Quebec,E10+,9.0
13936,Stolen,PS2,Action,Hip Interactive,0.04,51.0,16.0,7.4,16.0,Blue 52,T,11.0
13939,Stoked: Big Air Edition,X360,Sports,Namco Bandai Games,0.04,72.0,21.0,7.7,16.0,Bongfish,T,7.0
13942,LEGO Jurassic World,PC,Action,Warner Bros. Interactive Entertainment,0.04,72.0,8.0,7.1,31.0,TT Games,E10+,1.0
13943,Pro Race Driver,XB,Racing,Codemasters,0.04,80.0,17.0,7.5,4.0,Codemasters,T,13.0
13951,The Movies,PC,Simulation,Activision,0.04,84.0,62.0,8.3,131.0,Lionhead Studios,T,11.0
13958,FIFA World Cup Germany 2006,DS,Sports,Electronic Arts,0.04,71.0,7.0,7.2,6.0,EA Canada,E,10.0
13964,Supreme Commander: Forged Alliance,PC,Strategy,THQ,0.04,81.0,35.0,8.9,219.0,Gas Powered Games,E10+,9.0
13968,Dragon Ball: Advanced Adventure,GBA,Action,Namco Bandai Games,0.04,75.0,7.0,8.5,11.0,Dimps Corporation,E10+,12.0
13974,Lost Planet 3,PC,Shooter,Capcom,0.04,61.0,17.0,6.2,210.0,Spark Unlimited,T,3.0
13977,Echo Night Beyond,PS2,Adventure,Indie Games,0.04,60.0,22.0,8.8,8.0,From Software,T,12.0
13978,Meteos: Disney Magic,DS,Puzzle,Disney Interactive Studios,0.04,74.0,36.0,6.6,5.0,Q Entertainment,E,9.0
13985,Beyblade Evolution,3DS,Action,Rising Star Games,0.04,49.0,7.0,6.3,4.0,Rising Star Games,E,3.0
13988,Castlevania: Lords of Shadow 2,PC,Action,Konami Digital Entertainment,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M,2.0
13989,Greg Hastings' Tournament Paintball Max'd,DS,Shooter,Activision,0.04,39.0,4.0,7.4,10.0,Nightlight Studios,E10+,10.0
13992,Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,0.04,83.0,40.0,7.4,396.0,Gearbox Software,M,13.0
13994,Exist Archive: The Other Side of the Sky,PS4,Role-Playing,Aksys Games,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T,1.0
13996,Little Red Riding Hood's Zombie BBQ,DS,Shooter,Destineer,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T,8.0
14002,Assassin's Creed Chronicles: China,PS4,Action,Ubisoft,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T,1.0
14004,Worms: Ultimate Mayhem,PC,Strategy,Unknown,0.04,66.0,4.0,7.8,48.0,Team 17,E10+,5.0
14005,Rugby 08,PS2,Sports,Electronic Arts,0.04,74.0,21.0,7.4,25.0,EA Canada,E,9.0
14008,Caesar IV,PC,Strategy,Vivendi Games,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+,10.0
14010,Ferrari Challenge Trofeo Pirelli,PS3,Racing,System 3 Arcade Software,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E,8.0
14011,Cy Girls,PS2,Action,Konami Digital Entertainment,0.04,53.0,28.0,8.8,4.0,KCEJ,M,12.0
14012,Ray Gigant,PSV,Role-Playing,Namco Bandai Games,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T,1.0
14013,APB Reloaded,PC,Role-Playing,Iceberg Interactive,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M,5.0
14018,Bubble Bobble Double Shot,DS,Puzzle,Rising Star Games,0.04,50.0,12.0,4.8,4.0,Marvelous Entertainment,E,9.0
14019,Bionicle Heroes,Wii,Shooter,Eidos Interactive,0.04,52.0,7.0,5.8,5.0,Traveller's Tales,E10+,9.0
14020,Harry Potter and the Order of the Phoenix,PC,Action,Electronic Arts,0.04,63.0,11.0,7.1,34.0,EA Games,E10+,9.0
14023,C.O.R.E.,DS,Shooter,Graffiti,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M,7.0
14027,Chaos Wars,PS2,Strategy,Idea Factory,0.04,64.0,9.0,6.9,9.0,Idea Factory,T,10.0
14028,Steambot Chronicles,PS2,Role-Playing,505 Games,0.04,74.0,35.0,8.2,17.0,Irem,T,11.0
14035,Scaler,GC,Platform,Take-Two Interactive,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E,12.0
14038,Scarface: The World is Yours,PC,Action,Vivendi Games,0.04,73.0,18.0,7.5,57.0,Radical Entertainment,M,10.0
14040,Legasista,PS3,Role-Playing,Nippon Ichi Software,0.04,68.0,13.0,6.3,15.0,System Prisma,T,4.0
14041,Fatal Fury: Battle Archives Volume 1,PS2,Fighting,Ignition Entertainment,0.04,68.0,22.0,8.3,4.0,SNK Playmore,T,10.0
14043,Harry Potter and the Prisoner of Azkaban,PC,Action,Electronic Arts,0.04,67.0,19.0,7.2,50.0,KnowWonder,E,12.0
14046,OutRun 2006: Coast 2 Coast,PSP,Racing,Sega,0.04,82.0,31.0,8.1,14.0,Sumo Digital,E,10.0
14053,Without Warning,PS2,Shooter,Capcom,0.04,45.0,25.0,6.5,8.0,CiRCLE,M,11.0
14058,Napoleon Dynamite: The Game,PSP,Puzzle,Crave Entertainment,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+,9.0
14060,Saints Row 2,PC,Action,THQ,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,7.0
14062,Trine 2,PC,Platform,Focus Home Interactive,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+,5.0
14073,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,Adventure,Ignition Entertainment,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+,8.0
14082,Homefront: The Revolution,PC,Shooter,Deep Silver,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M,0.0
14084,RLH: Run Like Hell,XB,Shooter,Avalon Interactive,0.04,55.0,22.0,8,5.0,Digital Mayhem,M,13.0
14088,Obscure,XB,Adventure,MC2 Entertainment,0.04,66.0,29.0,8.4,9.0,Hydravision,M,12.0
14091,Just Dance 2017,XOne,Misc,Ubisoft,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+,0.0
14093,Stranger of Sword City,PSV,Role-Playing,Nippon Ichi Software,0.04,71.0,24.0,8,30.0,Experience Inc.,T,1.0
14098,World of Goo,PC,Puzzle,2D Boy,0.04,90.0,26.0,8.5,607.0,2D Boy,E,8.0
14106,Secret Files 2: Puritas Cordis,PC,Adventure,Deep Silver,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T,7.0
14109,Monster Kingdom: Jewel Summoner,PSP,Role-Playing,Sony Computer Entertainment,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T,10.0
14110,Railroad Tycoon 3,PC,Strategy,Gathering of Developers,0.04,80.0,19.0,7.7,57.0,PopTop Software,E,13.0
14121,S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,Deep Silver,0.04,75.0,47.0,7.7,478.0,GSC Game World,M,8.0
14127,Painkiller: Hell Wars,XB,Shooter,DreamCatcher Interactive,0.04,68.0,33.0,7.4,16.0,People Can Fly,M,10.0
14130,FunkMaster Flex's Digital Hitz Factory,PS2,Misc,Jester Interactive,0.04,71.0,6.0,8.9,10.0,Jester Interactive,E,13.0
14140,World in Conflict,PC,Strategy,Vivendi Games,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T,9.0
14158,Tomb Raider: Anniversary,PC,Action,Eidos Interactive,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T,9.0
14161,Infamous: First Light,PS4,Action,Sony Computer Entertainment,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T,2.0
14164,Tour de France 2014,PS4,Sports,Focus Home Interactive,0.03,53.0,9.0,5.1,22.0,Cyanide,E,2.0
14165,RedCard 20-03,XB,Sports,Midway Games,0.03,67.0,8.0,9,4.0,Point of View,E,14.0
14172,Bounty Hounds,PSP,Action,Namco Bandai Games,0.03,63.0,14.0,6,7.0,Xpec,T,10.0
14181,TOCA Race Driver 3,XB,Racing,Codemasters,0.03,84.0,25.0,8,6.0,Codemasters,E10+,10.0
14188,Silent Scope,GBA,Shooter,Konami Digital Entertainment,0.03,70.0,5.0,8,5.0,Now Production,T,14.0
14192,The Cursed Crusade,PC,Action,DTP Entertainment,0.03,55.0,7.0,6,33.0,Kylotonn,M,5.0
14193,Hotel Giant 2,PC,Strategy,JoWood Productions,0.03,58.0,7.0,2.5,19.0,Enlight Software,E,8.0
14197,DarkStar One,PC,Simulation,Ubisoft,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T,10.0
14206,Hitman: Blood Money,PC,Action,Eidos Interactive,0.03,82.0,35.0,8.8,528.0,Io Interactive,M,10.0
14209,Duke Nukem 3D: 20th Anniversary World Tour,PS4,Shooter,Gearbox Software,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M,0.0
14210,Section 8,PC,Shooter,SouthPeak Games,0.03,72.0,31.0,7,78.0,TimeGate Studios,T,7.0
14213,Alpha Protocol,PC,Role-Playing,Sega,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M,6.0
14214,Planescape: Torment,PC,Role-Playing,Interplay,0.03,91.0,22.0,9.2,813.0,Black Isle Studios,T,18.0
14221,Star Wars Jedi Knight: Jedi Academy,PC,Shooter,Activision,0.03,81.0,34.0,8.6,293.0,Raven Software,T,13.0
14222,Red Faction II,GC,Shooter,THQ,0.03,79.0,12.0,7.3,4.0,Cranky Pants Games,M,13.0
14227,Battle Engine Aquila,PS2,Shooter,Atari,0.03,73.0,17.0,9,5.0,Lost Toys,T,13.0
14229,Special Forces: Nemesis Strike,XB,Shooter,Hip Interactive,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M,11.0
14230,Women's Volleyball Championship,PS2,Sports,Spike,0.03,32.0,7.0,4,4.0,Spike,E,9.0
14233,Crimson Tears,PS2,Role-Playing,Capcom,0.03,62.0,30.0,7.8,4.0,DreamFactory,T,12.0
14234,Battle Assault 3 featuring Gundam Seed,PS2,Action,Namco Bandai Games,0.03,48.0,9.0,8.7,7.0,Natsume,T,12.0
14235,WRC: FIA World Rally Championship,PSP,Racing,Sony Computer Entertainment,0.03,67.0,18.0,7.8,19.0,Traveller's Tales,E,11.0
14242,Rapala Tournament Fishing!,X360,Sports,Activision,0.03,41.0,4.0,8,6.0,FUN Labs,E,10.0
14245,Superstars V8 Racing,PS3,Racing,Black Bean Games,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E,7.0
14259,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,Fighting,Namco Bandai Games,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T,1.0
14272,Supreme Ruler: Cold War,PC,Strategy,Paradox Interactive,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP,5.0
14273,Rise of Nations: Rise of Legends,PC,Strategy,Microsoft Game Studios,0.03,84.0,46.0,8.5,108.0,Big Huge Games,T,10.0
14274,The Sum of All Fears,GC,Shooter,Ubisoft,0.03,36.0,11.0,3.4,5.0,Ubisoft Shanghai,T,13.0
14276,Yumi's Odd Odyssey,3DS,Platform,Agatsuma Entertainment,0.03,74.0,13.0,7.7,23.0,Studio Saizensen,E,3.0
14282,EverBlue 2,PS2,Adventure,Capcom,0.03,59.0,21.0,7.5,4.0,Arika,E,14.0
14295,Electroplankton,DS,Misc,Nintendo,0.03,71.0,49.0,7,37.0,Indies Zero,E,11.0
14308,FIFA World Cup: Germany 2006,GBA,Sports,Electronic Arts,0.03,57.0,4.0,6.9,7.0,EA Canada,E,10.0
14310,Earthworm Jim 2,GBA,Platform,Vivendi Games,0.03,45.0,10.0,5.7,6.0,Super Empire,E,14.0
14312,Dungeon Maker: Hunting Ground,PSP,Role-Playing,Global A Entertainment,0.03,70.0,18.0,6.4,8.0,Global A,E10+,10.0
14316,MotoGP,PSP,Racing,Sony Computer Entertainment,0.03,69.0,18.0,7.1,7.0,Namco Bandai Games,E,10.0
14323,Apache: Air Assault,PC,Simulation,Just Flight,0.03,64.0,7.0,7.5,18.0,Gaijin Entertainment,T,6.0
14328,Call of Juarez: Bound in Blood,PC,Shooter,Ubisoft,0.03,78.0,39.0,8,282.0,Techland,M,7.0
14330,Red Faction: Guerrilla,PC,Shooter,THQ,0.03,82.0,29.0,7.5,308.0,"Volition Inc., Reactor Zero",M,7.0
14341,Deus Ex: Mankind Divided,PC,Role-Playing,Square Enix,0.03,83.0,55.0,6.1,684.0,"Eidos Montreal, Nixxes Software",M,0.0
14344,Astonishia Story,PSP,Role-Playing,Ubisoft,0.03,48.0,35.0,4.9,18.0,Sonnori,E10+,10.0
14348,Prince of Persia: The Forgotten Sands,PC,Action,Ubisoft,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T,6.0
14367,RACE On,PC,Racing,bitComposer Games,0.03,73.0,14.0,8.2,20.0,SimBin,E,7.0
14377,Song of the Deep,PC,Action,Insomniac Games,0.03,73.0,12.0,6.3,15.0,Insomniac Games,E,0.0
14385,Tork: Prehistoric Punk,XB,Platform,Microsoft Game Studios,0.03,62.0,21.0,6.2,6.0,Tiwak,E,11.0
14390,Overlord II,PC,Action,Codemasters,0.03,79.0,32.0,8.1,159.0,Triumph Studios,T,7.0
14398,Jikandia: The Timeless Land,PSP,Role-Playing,Idea Factory,0.03,60.0,5.0,7.2,5.0,Opus Studio,T,6.0
14401,Toy Shop,DS,Simulation,Majesco Entertainment,0.03,31.0,7.0,5.4,11.0,"Gameinvest, Seed Studios, Lda",E,8.0
14402,DiRT Rally,PC,Racing,Codemasters,0.03,86.0,33.0,8.7,288.0,Codemasters,E,0.0
14403,Trials Fusion,PC,Racing,Ubisoft,0.03,80.0,12.0,6.8,97.0,RedLynx,E10+,2.0
14406,Prison Architect,PS4,Action,Introversion Software,0.03,80.0,18.0,8,19.0,"Introversion, Double Eleven",M,0.0
14423,Sorcery Saga: The Curse of the Great Curry God,PSV,Role-Playing,Rising Star Games,0.03,65.0,17.0,7.3,44.0,Zerodiv,T,3.0
14427,Dance Factory,PS2,Action,Codemasters,0.03,56.0,22.0,5.8,8.0,Broadsword Interactive,E,10.0
14436,The Legend of Heroes III: Song of the Ocean,PSP,Role-Playing,Namco Bandai Games,0.03,58.0,17.0,6.1,7.0,Microvision,E10+,10.0
14437,Combat Mission: Shock Force,PC,Strategy,Paradox Interactive,0.03,62.0,15.0,3.3,86.0,Big Time Software,T,9.0
14440,F1 2002,GC,Racing,Electronic Arts,0.03,72.0,7.0,7.8,4.0,EA Sports,E,14.0
14449,Men of War,PC,Strategy,505 Games,0.03,80.0,22.0,8.1,136.0,Best Way,M,7.0
14472,Alter Ego,PC,Simulation,Activision,0.03,59.0,9.0,5.8,19.0,"Viva Media, Viva Media, LLC",T,31.0
14474,Zero Escape: Virtue's Last Reward,3DS,Adventure,Rising Star Games,0.03,88.0,15.0,8.8,188.0,ChunSoft,M,4.0
14475,Darkstalkers Resurrection,PS3,Fighting,Capcom,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T,3.0
14476,Transformers: Devastation,PC,Action,Activision,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T,1.0
14480,The Golf Club,XOne,Sports,Unknown,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E,2.0
14482,Neverwinter Nights,PC,Role-Playing,Atari,0.03,91.0,34.0,8.2,490.0,BioWare,T,14.0
14493,Digimon World 4,XB,Role-Playing,Atari,0.03,54.0,5.0,8.8,4.0,Bandai,E,11.0
